Stock Code,Stock Name,Headline,Main Category,Subcategory,PDF Link,Date,News ID
543248,Restaurant Brands Asia Ltd,"Allotment of Equity Shares under the BK Employee Stock Option Scheme, 2015",General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/548735d2-5d5b-438a-86f4-76ee34c252ba.pdf,19/04/25,6149a5de-9391-4bd9-83e9-b179c05418ad
514177,Rishab Special Yarns Ltd,"Not identified as top 1000 Listed entity for the year ended 31st March,2025",General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/dc904416-91f1-47fe-ae9f-77fdf901bd7c.pdf,19/04/25,15b8956f-9ec2-46d6-b961-741e19d3c8b8
532380,Baba Arts Ltd-$,<b>Format of Initial Disclosure to be made by an entity identified as a Large Corporate.</b><br/><br/> <table border=''1px''><tr> <td><b>Sr. No.</b></td> <td><b>Particulars</b></td> <td><b>Details</b></td> ....,General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/11692816-fd9b-4b17-9c29-4fc1dcf05d61.pdf,19/04/25,b0d3a700-0a88-4c92-a3de-ed813f86e9f0
514177,Rishab Special Yarns Ltd,Not Identified as Large Corporate for the Year ending 31st March 2025,General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/6d477245-7ce4-492a-84c3-ef92b8760c77.pdf,19/04/25,6290cf0e-7d20-49fa-85ac-783078d28e99
517372,Gujarat Intrux Ltd-$,"Intimation regarding change in contact details of MUFG intime India Private Limited, Registrar and Share Transfer Agent of the company.",General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a6b791a3-20ee-45da-b2a0-51ff86b668b3.pdf,19/04/25,985cb507-c30c-4276-aaaf-f33f98c6a303
530615,Garg Furnace Ltd,<b>Format of Initial Disclosure to be made by an entity identified as a Large Corporate.</b><br/><br/> <table border=''1px''><tr> <td><b>Sr. No.</b></td> <td><b>Particulars</b></td> <td><b>Details</b></td> ....,General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/1482256a-b6f9-46f4-8e45-e60b471553b3.pdf,19/04/25,5a38d951-7865-4750-9d8c-3098907814db
526251,Mid East Portfolio Management Ltd,Please find enclosed herewiht the outcome of board meeting and related documents.,General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/36d4fa1e-a2d1-4df8-b412-a05bc67438f7.pdf,19/04/25,dbb2f6e5-4c39-4f5a-af18-f32f587699f8
543319,AA Plus Tradelink Ltd,<b>Format of Initial Disclosure to be made by an entity identified as a Large Corporate.</b><br/><br/> <table border=''1px''><tr> <td><b>Sr. No.</b></td> <td><b>Particulars</b></td> <td><b>Details</b></td> ....,General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/3edfc3d7-5b39-4835-bc98-145fc666a103.pdf,19/04/25,6476ddf5-8d11-4bbc-9978-ce0fe0aa9200
530735,Super Bakers India Ltd,Changes to the email and website address of Registrar and Share Transfer Agent (''RTA'') of the Company.,General Announcement,Of The Company,https://www.bseindia.com/xml-data/corpfiling/AttachLive/7808157c-326f-4194-a1b3-d7fa391dd3a4.pdf,19/04/25,26f444c5-aa36-4870-9d26-7f709fc6f789
519307,Vikas WSP Ltd,Intimation of appointment of Mr. Saroj Kumar Senapati as the Company Secretary and Compliance Officer (KMP) of the Company.,General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/6373772b-7164-48c5-8dae-34a27ffda1fe.pdf,19/04/25,306e2efc-faf9-4e89-8175-2d95ce33bce1
526251,Mid East Portfolio Management Ltd,Please find enclosed herewith the Audited Results and related documents,General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/104a95a7-bf83-4995-89c5-25a9a9276c44.pdf,19/04/25,3f874842-3648-4485-b66f-4199a8128c8d
531540,Maruti Infrastructure Ltd,Updation of contact details of Company''s RTA,General Announcement,Rta,https://www.bseindia.com/xml-data/corpfiling/AttachLive/e01f571f-5159-407f-bb40-6569a8e5b6cf.pdf,19/04/25,09647ad6-a92a-455e-89df-51b9b467e913
533543,Brooks Laboratories Ltd,Change in RTA Contact information. Details provided in the attachment.,General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/f325c62a-aae4-4bb1-8310-827576844c50.pdf,19/04/25,6a153a75-9218-4f45-8665-ad6bcc5173f4
531626,Orosil Smiths India Ltd-$,Submission of Newspaper clippings published in Financial Express (English) and Jansatta (Hindi) dated 19.04.2025 regarding the publication of Audited Financial Results for the fourth quarter ....,General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/71ac20f9-ed93-4d0a-ac92-776a73ed0f5b.pdf,19/04/25,6d65e108-79c0-40a9-a227-679cef7d7b58
506618,Punjab Chemicals & Crop Protection Ltd-$,"Punjab Chemicals & Crop Protection Ltd-has informed BSE that the meeting of the Board of Directors of the Company is scheduled on 30/04/2025 ,inter alia, to consider and approve Audited ....",General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/c7021862-84f5-4772-b42f-4e5cfb0fb799.pdf,19/04/25,11b4b894-e3f2-471a-8ca8-a5d305d9b31a
506248,Amines & Plasticizers Ltd,"Intimation of change in contact details of ""MUFG Intime India Private Limited"", Registrar and Transfer Agent of the Company and intimation of dedicated portal for raising shareholder queries/service ....",General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/53602543-571e-4c16-bfab-2c3b9c4d33e6.pdf,19/04/25,b5b4e3ae-b471-4f72-8c27-8756d8d70890
540393,Sarthak Metals Ltd,<b>Format of Initial Disclosure to be made by an entity identified as a Large Corporate.</b><br/><br/> <table border=''1px''><tr> <td><b>Sr. No.</b></td> <td><b>Particulars</b></td> <td><b>Details</b></td> ....,General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/506647ef-dad7-421b-8f7d-26c51ead3d70.pdf,19/04/25,193fc23a-75ea-48c6-9e34-1cc61632e916
543276,Craftsman Automation Ltd,"Craftsman Automation Ltdhas informed BSE that the meeting of the Board of Directors of the Company is scheduled on 07/05/2025 ,inter alia, to consider and approve Pursuant to Regulation ....",General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/32c76f75-7446-4474-8786-e4e3ec1305eb.pdf,19/04/25,b8fc6d62-d776-47ab-bae1-c24a18e353c8
526494,Promact Impex Ltd,Changes to the email and website address of Registrar and Share transfer Agent (''RTA'') of the Company,General Announcement,Of The Company,https://www.bseindia.com/xml-data/corpfiling/AttachLive/7a9d3401-417c-4eb6-8006-b382284bdfba.pdf,19/04/25,4573f8be-c4c8-4715-9c8d-2b5c78db5818
542216,Dalmia Bharat Ltd,Announcement under Regulation 30- Updates,General Announcement,Updates  0,https://www.bseindia.com/xml-data/corpfiling/AttachLive/7486d9bb-e5ae-40f8-965c-78021654918b.pdf,19/04/25,370d101d-7e51-42e0-bcd2-74d898f8835c
526813,Raghunath International Ltd,Disclosure under Regulation 24 (A) of SEBI (LODR) 2015 for the year ended 31.03.2025,General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/184c9d31-7e03-4d19-abca-61ee292a1fda.pdf,19/04/25,59c9f145-5ac5-4ef1-904b-0f5a7cea35da
532320,Vaarad Ventures Ltd,"Pursuant to regulation 74(5) of SEBI (DP) Regulation, 2018, we enclose herewith copy of certificate received from bigshare Services Pvt Ltd, the registrar and share transfer agent of the ....",General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/63349b0d-ff97-42ed-bcc6-d6d4c4dd0d6d.pdf,19/04/25,b40ecb04-fbb4-413d-afe9-ce58d3f596f7
540544,PSP Projects Ltd,Receipt of Award/Recognition,General Announcement,General,https://www.bseindia.com/xml-data/corpfiling/AttachLive/c501473d-d7c0-48fc-ae8d-07a22ae98f18.pdf,19/04/25,178f632c-c4f1-4234-91dc-4f3eeefb6a1e
543276,Craftsman Automation Ltd,"Pursuant to Regulation 30 read with Para B of Part A of Schedule III of the SEBI (LODR) Regulations, 2015 and in continuation to earlier intimation dated 30th October 2023, We wish to inform ....",General Announcement,We Wish To Inform,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a1e77378-6ff3-4f93-905e-f0934253b602.pdf,19/04/25,05002198-1204-4554-83ee-8966fbd37c70
143276,,"Pursuant to Regulation 30 read with Para B of Part A of Schedule III of the SEBI (LODR) Regulations, 2015 and in continuation to earlier intimation dated 30th October 2023, We wish to inform ....",General Announcement,We Wish To Inform,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a1e77378-6ff3-4f93-905e-f0934253b602.pdf,19/04/25,e00b2bc6-6869-4b15-a237-74610a5eae4e
543512,Avro India Ltd,"Pursuant to Reg. 30 read with Para A of Part A of Schedule III of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby inform you that demand of Rs. 23,890 ....",General Announcement,Pursuant To Reg,https://www.bseindia.com/xml-data/corpfiling/AttachLive/2590f7eb-14c3-4f03-a4c9-e7e7cc82527d.pdf,19/04/25,f551c9a9-b64c-4678-9256-dc6612f1b0ad
543287,Macrotech Developers Ltd,Intimation of Completion of Tenure of Independent Director,General Announcement,Change in Directorate,https://www.bseindia.com/xml-data/corpfiling/AttachLive/3567cf59-1deb-4052-917b-410414c6709b.pdf,19/04/25,0275a39d-77f9-40c3-b885-5a3ab05b7e70
